id,model,capacity,barcode,brand,year_model,created_at,updated_at
01KZRTCK0AA2DXDM79PMFP8ZWF,Swing-up Freezer,24cu,T07C7TPNMP,Haier,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AQKPK3GSK0KA5M3M0,Curved Glass Freezer,12cu,9GH3XH6986,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AZSVPH6AWXV94XHK5,Swing-up Freezer,24cu,F3NJJP7DUV,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ABJQYPB160918ZK6B,Sliding Glass Freezer,24cu,GPDFPFWHW8,Haier,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AX12AJV8MSY21C11Z,Sliding Glass Freezer,9cu,T7RU3W9OP4,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AK9X8RRQHAG24YVGF,Swing-up Freezer,15cu,0QKOO4DVU1,Hiron,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A94FXJ205PXJ12VXY,Swing-up Freezer,15cu,CLP6E8MJL5,Haier,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A5NE874JA90YCP544,Curved Glass Lighted Freezer,24cu,NKY2CLGMNS,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AVRWHTTQSE9KYAXHX,Curved Glass Freezer,15cu,LLHTQO20NZ,Haier,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AQE0ERW5C96Z8AKH6,Swing-up Freezer,9cu,Q86NA93VGW,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A58RXWWQ4YYNS7HDB,Swing-up Freezer,9cu,WUKPT5LG1W,Haier,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AZW30TJAQN2C5EBJ7,Sliding Glass Freezer,15cu,PKOKELBNWL,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AEHZAC6ABS6YAD8N1,Swing-up Freezer,18cu,6R75SU4MEG,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AATZ1RQAC4PNGKS1B,Curved Glass Freezer,9cu,2ZBKZVN6W7,Liebherr,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AQMBB6MQNHDZR335P,Curved Glass Freezer,24cu,NHR4OMMVY6,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0APWRK1DH37AGBQ3G9,Curved Glass Lighted Freezer,8cu,1QWMNT41KR,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ADMHZHHRCYBPAS4E4,Curved Glass Lighted Freezer,24cu,VI1CKCG4HX,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AE1Z1A7VY2VZAB2QN,Curved Glass Freezer,12cu,XMW5NLIT2Z,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AEE1WTCTHQENY9J0X,Swing-up Freezer,18cu,GYCQKR4NV6,Liebherr,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AN84N5W6CD2G9BSKS,Curved Glass Freezer,15cu,L3XBP63LD9,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A43HW4TH91YXT2T4W,Curved Glass Freezer,24cu,DBU4148BW1,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AGB826HG1Z8ZVVB5P,Curved Glass Freezer,12cu,UT9LSSYM5X,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A16DDSH2VE5D97XWZ,Sliding Glass Freezer,9cu,4LCR9CVQ1F,Liebherr,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AE5R7SGXT1B8JK35M,Sliding Glass Freezer,8cu,1R4M3JS9G2,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A5NAWNKVRKEKZZEYK,Sliding Glass Freezer,18cu,IR9CA90F1S,Liebherr,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A7WT737XDSA6EBNRS,Curved Glass Lighted Freezer,12cu,VLWV7WQQJN,Aucma,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AHBYFA4FD1258KX3S,Swing-up Freezer,8cu,LIK9LO58MO,Liebherr,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AA8AJDQM61AJQ7WJ9,Curved Glass Lighted Freezer,8cu,5UL2E9WOB7,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A7Z6GVRTWJMXRTR68,Curved Glass Lighted Freezer,12cu,X5SDJ4CI5U,Haier,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AD24REK3WKPN9X6QN,Sliding Glass Freezer,9cu,1Y0AKAUUVF,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AHM6274MDM2YA1B2C,Sliding Glass Freezer,9cu,78H6LPILKE,Aucma,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AJ9P7VETBM2BY6921,Curved Glass Lighted Freezer,8cu,W1K4U9KHZG,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AESK6G28HX769H8MX,Swing-up Freezer,18cu,89P8FNHWC5,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AAMDH0JZWDHMKJK9S,Swing-up Freezer,9cu,IRUP28WRY3,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AFWS87JG0W01SNZHE,Swing-up Freezer,15cu,WOBVAUFMDM,Haier,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A1ANBXW4YGZQ3QQDJ,Swing-up Freezer,24cu,EHLFZ0WUQS,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AKW3WT9N3VW1A0EQY,Curved Glass Lighted Freezer,8cu,71CWSHA1JL,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A2590S059P3NXXFPM,Swing-up Freezer,18cu,3OMZKADHJX,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A3VPPKPZKRABNG1BR,Curved Glass Freezer,9cu,CVLRVHKBBH,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A8XEADFR14A3KT5NK,Curved Glass Lighted Freezer,15cu,MQ5I4F9AA4,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AK305Q92JNJ1FVX13,Curved Glass Freezer,12cu,O06RB3BSOO,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AAXF6B64ETC57XNCB,Sliding Glass Freezer,18cu,6K8Z7E192F,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A8R3S9YABCRB1VGCK,Sliding Glass Freezer,24cu,5RA0N5TUXZ,Haier,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A11VGE873PA7ARCAK,Curved Glass Freezer,9cu,6H7N7ZFA5O,Liebherr,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AKJEQFFF9P9JCRFKG,Curved Glass Lighted Freezer,24cu,QMNHGNTZ75,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ADN3K9EDHCXZVTVNP,Swing-up Freezer,18cu,SYWUUISBCU,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AFBGVRGWJAZS3RYT5,Swing-up Freezer,24cu,J6F0R58L1C,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AH8HC93B4Z3RYFX9W,Curved Glass Freezer,24cu,K8FS8BZF6P,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ANE4VVNP7M9Q0A1D7,Curved Glass Freezer,12cu,UF9CMHZZHL,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AZNYAZ33PC4NK8DSZ,Sliding Glass Freezer,15cu,OGDD020BY8,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A5YX0TDMH0T63068X,Curved Glass Lighted Freezer,8cu,EUI2GGH5OL,Aucma,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A44FZMVENHF5GD3G1,Sliding Glass Freezer,8cu,05RMBA49Q9,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AMP43S2KEKS9TB4MA,Sliding Glass Freezer,9cu,YM16GBE7F4,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AJFZK6PKR3RWXVABK,Sliding Glass Freezer,24cu,XCMH3GSUFL,Hiron,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AB0AD90C7M6JQ3KMV,Sliding Glass Freezer,18cu,AZ9URNM2A2,Aucma,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AEAVQQER96EGVEZZY,Sliding Glass Freezer,12cu,TFHKR72YUH,Aucma,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AZX8DN1FK2PMRXP4F,Sliding Glass Freezer,15cu,85C713U4G9,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A9GSKW6MBC2KCH01E,Curved Glass Freezer,9cu,SHIDBWATE0,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ATBDXQWGBCD2QMFQ7,Swing-up Freezer,18cu,90F2O3A2E4,Haier,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AA8ZRQ0J117HRK5ET,Curved Glass Freezer,9cu,3UJS0JF7VQ,Haier,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AMBXW6VP5JCVVFCCV,Curved Glass Lighted Freezer,24cu,SZMP5TOMBP,Hiron,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A76DWND9P11YBHZ5C,Sliding Glass Freezer,18cu,ONPZ5R1MOO,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AY9M8S0WJXXSCYGQM,Curved Glass Freezer,12cu,HMGFC5BWNP,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A1E4N20HXBGV80RQ6,Sliding Glass Freezer,12cu,K21EEDXZSI,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AZHF0B05Y4WT1QTMF,Curved Glass Freezer,24cu,178XIQA0RO,Aucma,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AEVPKWS07PC1Y8XPB,Curved Glass Lighted Freezer,18cu,0N36CGORNQ,Aucma,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A74404FDEJXBQNVDF,Curved Glass Freezer,8cu,ICEAZPRU1I,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AKAC5W4T3NT17NPNP,Curved Glass Freezer,12cu,4K0QQ6OLWC,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AYRZ4CDYTEYKR0QRJ,Curved Glass Freezer,15cu,FO73RHJ0L7,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AMWTZRYJE875S2D9T,Sliding Glass Freezer,18cu,I3ZF3EJBXD,Aucma,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AXEK1DFEBESVMVJ5D,Swing-up Freezer,18cu,U6HN5ZWY5K,Liebherr,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A2WZ0CT30BE94V3J2,Swing-up Freezer,8cu,9QYBCIH9RL,Haier,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ATN2QWQ73BB0ZCYMG,Sliding Glass Freezer,18cu,H6L3I6DWJ3,Aucma,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A0HV7N1RT7QVXKSVE,Sliding Glass Freezer,8cu,S0CKBE0IWM,Haier,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A4WZ12MG945KNMMQ7,Sliding Glass Freezer,24cu,BUU57VA358,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A2VY3MV077TT2KMBM,Sliding Glass Freezer,8cu,4I77RRX49V,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ABW2YK5EQ4CED2VDH,Curved Glass Freezer,9cu,AXNG0JW23L,Liebherr,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A2ZGYQ5TYVK0493ZK,Curved Glass Freezer,12cu,LMLLETCHP1,Hiron,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A4G6V3CN9NN76JJV7,Sliding Glass Freezer,18cu,KSW8R9Y1NX,Haier,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AP6XBYVEZ6Q6903JJ,Swing-up Freezer,9cu,H9JJ8K34AT,Haier,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A1JMVFECWJ2XRBASD,Curved Glass Lighted Freezer,15cu,LXO1WAXZJZ,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A091KXBSGK5EKDXTJ,Curved Glass Freezer,15cu,5P4IE08PMY,Liebherr,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AWKNQ4AEBDNP3CNY2,Curved Glass Lighted Freezer,24cu,SSSMTR4YJM,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AXZDCZRVF2KFMRY22,Swing-up Freezer,24cu,9AH181HTZI,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0A2HMZD0JZ0CW7F53C,Curved Glass Lighted Freezer,8cu,GRCJ7F62TF,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AEPEPZGY5K57P4R5A,Swing-up Freezer,8cu,C0HA5CMYOC,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0AAW1X7N3509P3V3YC,Swing-up Freezer,15cu,MDANY0KZJT,Hiron,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BHJF1WCYAF884V68A,Sliding Glass Freezer,18cu,CZQVQF4WSU,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BXTANP5CFWN1KQ1TC,Curved Glass Lighted Freezer,24cu,0P6GI4BWXO,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B0WVFACGBF4QW5XCN,Sliding Glass Freezer,24cu,9XMUTRTRAO,Aucma,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B8VD06FC5JNRE6ZFY,Curved Glass Freezer,12cu,GJ5ZGUYZWI,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BWF30DYT87X6AH4D8,Curved Glass Lighted Freezer,24cu,03GZZW9RRS,Aucma,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BZKDTG3J066W4ATSZ,Curved Glass Freezer,15cu,33BJU662YB,Aucma,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BFCDK77BDTH3N1S87,Curved Glass Lighted Freezer,8cu,48EGSESWL6,Haier,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BF12H8K77YTEK7NPM,Sliding Glass Freezer,12cu,VEKBGPSJO1,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BF4T63J8GQR2QBY7T,Swing-up Freezer,24cu,0QQ4B7VK4V,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B3KATTVJQFGR4A6GK,Curved Glass Lighted Freezer,24cu,EKEVSRXJYC,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BXEQ1SWHM21K47A6J,Swing-up Freezer,18cu,3KWIGO0IXC,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BVZ846HM59Y7AVKEP,Curved Glass Freezer,15cu,6DR3846BFT,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B2QH3HHWVRA1S2RYS,Sliding Glass Freezer,18cu,SYLNP326GR,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BQ5AE7CH3W5D811VK,Sliding Glass Freezer,8cu,7CCTFUOSAC,Aucma,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B687DX075E6H575Y9,Sliding Glass Freezer,18cu,NGWLHR3RBE,Aucma,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BJQMP8F8F3AB15H7Y,Swing-up Freezer,8cu,W6HP971E97,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B0F7Q6QQP063MFVZX,Curved Glass Freezer,15cu,VYVG4P2QNA,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BBFVA0D6R1N21E6J1,Sliding Glass Freezer,12cu,20FMR63VP5,Aucma,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BHY01HMXP08JXMT95,Curved Glass Freezer,8cu,O1JU8VOS3V,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BKZNBXD1MR22NFXEW,Sliding Glass Freezer,8cu,4QSMTQTZQA,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BFTRDQX2FR4HTRD3H,Curved Glass Lighted Freezer,9cu,KWG4A977OC,Aucma,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BYY39592YXHBZ4T9B,Sliding Glass Freezer,9cu,CQE8EU51PP,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B1H0XA5BXSQ390MEH,Curved Glass Lighted Freezer,15cu,RM5IHX0H9Z,Haier,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BV6TQ5EWMBW49ZN4E,Curved Glass Freezer,12cu,3GAP2H4T7I,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B51AN8VXK1AFH9676,Sliding Glass Freezer,15cu,QNG6BI97BZ,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BR8PGT25N9RA7Z57H,Curved Glass Lighted Freezer,18cu,3BMV4CWKU7,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BWTMANY5YZ2WZG176,Curved Glass Freezer,15cu,XJKHPPIWNE,Haier,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B3FTCNZ44PCJFM0B5,Curved Glass Freezer,8cu,ERCB5T0GOD,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BZA38GM0BFRCY7V8B,Curved Glass Freezer,9cu,3W7X3DFO56,Liebherr,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B55C1BZM5Z9P4FYZS,Curved Glass Lighted Freezer,8cu,425P34I54I,Liebherr,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BC3D1HAFD5T2AMNFB,Sliding Glass Freezer,12cu,Z9CNVVTRSY,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BH8602JP17M6G1MA5,Swing-up Freezer,15cu,25ISUDZKKP,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BT1KVF9HE0B048A4E,Curved Glass Lighted Freezer,12cu,I0NTP3H9OM,Liebherr,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BA00X94QFB56JKRDV,Swing-up Freezer,15cu,W6N7PNCILW,Liebherr,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BTR5V02F0RSQVJNMQ,Swing-up Freezer,12cu,2J04JDCZXI,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B2WM1A67JNVYZ9MAQ,Swing-up Freezer,15cu,4ESMKMU054,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BA2PEZXQZF2JXYVBZ,Sliding Glass Freezer,24cu,MF4TAK3J57,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B5NEFS09SD4Z6NCQR,Sliding Glass Freezer,15cu,PGINRBYSX5,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BRXV68K49S2MS0Z3X,Curved Glass Lighted Freezer,8cu,9SLFETHP92,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BFFN9N3N6TJ0EJ2EP,Curved Glass Lighted Freezer,15cu,QWUYXNI5FU,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BNB7XBCVZAQ2AR9M1,Swing-up Freezer,24cu,MB3VSEGYKX,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BY94RS25MVQG5ANV3,Curved Glass Lighted Freezer,12cu,BZ07C4RFZI,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B5S3T4RTM9FQHQR12,Sliding Glass Freezer,15cu,RPB31YUMUT,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BQ23AV4Z8BRZR87F6,Swing-up Freezer,8cu,TXSJEO4ZJJ,Haier,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BMSRJPEBP3NQM86X9,Swing-up Freezer,9cu,JPAMJ8R8BY,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B7F00FFB1TBFS6FHE,Sliding Glass Freezer,12cu,ZIO6TL2NXJ,Aucma,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BR2B9YMZTH92SYXY5,Curved Glass Freezer,18cu,68JEQE7NJ2,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B2A8XZ3HSYY1DQ7PF,Sliding Glass Freezer,9cu,XS6ALZDKES,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BXM36KB0P4RX1E20P,Swing-up Freezer,18cu,MJVD8YOXI1,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BHJ00CBWGMYN6W3W1,Curved Glass Lighted Freezer,15cu,L8U35ZNKAB,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BGZKJNX3BD3QGQ7H5,Curved Glass Freezer,24cu,9X9JQY705H,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B9GF3NJGWJ4527J3V,Curved Glass Freezer,9cu,LDIXUHUU9Q,Aucma,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BE5M1MEWH7ZE672PZ,Curved Glass Freezer,15cu,N7RZ8PC3NP,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BF58HX13JZNTZEE12,Curved Glass Lighted Freezer,9cu,JQVFOZ8JU0,Aucma,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BBRHB6W67DC1946DM,Sliding Glass Freezer,9cu,WUQ30R01SI,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BXBF2JS9X9BXN8Z0Z,Curved Glass Lighted Freezer,18cu,NXS7W3TE8O,Hiron,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B9CHZD6K1CEK9DG0Q,Swing-up Freezer,9cu,9C8P8MG654,Aucma,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BHXY95TRN3J0M873S,Sliding Glass Freezer,9cu,JE6CWEJT3J,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B0ET9WRBR0G21QAK9,Swing-up Freezer,12cu,3ORKZ8ERK0,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
