id,status,freezer_id,account_id,user_id,created_at,updated_at,origin,destination
01KZV5Q33CYRKC5H32WJBAJHR0,deployment,01KZRTCK0H9T4M23MGY86SJBZJ,01KZRRGW143XAZME28X8CPEY8S,01KZRW48771BV67J8RNDGKP3AK,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14W9JF1K1J0X6X34N8,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q33CH5SZX38ZXNDZ3J93,for upgrade,01KZRTCK0ATGC3J5FEW45KHA7K,01KZRRGW143XAZME28X8CPEY8S,01KZRW487701VM9C8JDQAVM50G,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WH1V6PTWDSASC4XK,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q33CXB15YD60GN4BDSP3,pullout by dealer,01KZRTCK0GVPJ3PZV8W1V2F9KC,01KZRRGW149RPSGBHQY8MZC6NF,01KZRW4877SVSEW2MKDM1JJJMY,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14THZB9B34PPHZSFE2,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q33C9RJ6E18FN0Z7MDS4,for replacement - broken unit,01KZRTCK0CWYK3YCW8V4MKSFWD,01KZRRGW14KBMMYGKVHMX9RQD8,01KZRW4877F027DTG1RSTES089,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW143XAZME28X8CPEY8S,01KZRRGW14N56M3HGFGXE3FN5T
01KZV5Q33CG1F1PA1630M5TV67,deployment,01KZRTCK0BXBF2JS9X9BXN8Z0Z,01KZRRGW14J5MRZ241JHXYMPE5,01KZRW4877TQ7065A4RCCYE8SH,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRRGW14A7VW9HY70W2ZKDCX
01KZV5Q33CGT2113YH9Z44GQTZ,for replacement - broken unit,01KZRTCK0GK8SZXN4N1W13AX6N,01KZRRGW146F8C4946XJM2S6EC,01KZRW4877J6H9QTAKXMT8A2FE,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14EVYGVAR1F5M4N714,01KZRRGW1448AZYH3Y9E70DS21
01KZV5Q33CF8H9A38R631G827A,for downgrade,01KZRTCK09A0SPMMGH0T5XABG2,01KZRRGW14PHE1YJB3BS55XR3K,01KZRW4877WE0F7J1HSG76PWQF,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14SVP3PKMRRXC2J621,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q33CZA3D22QYXC1FFXT0,pullout by dealer,01KZRTCK0BZP9K0S14HZCCJAF2,01KZRRGW14WH1V6PTWDSASC4XK,01KZRW4877AZR5K32Y5PAGXHRC,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW140MQ9ZE887EQDG87Z
01KZV5Q33C3KBVV76Q6G2N3KKY,for pullout,01KZRTCK09DHFCMHQNJX94Z9BG,01KZRRGW140MQ9ZE887EQDG87Z,01KZRW48778X9EQJ3KN65YC121,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N5VHBCMAJGNJ0GJH,01KZRRGW14XPKB44H9B6WS515H
01KZV5Q33CNSXW9S0C4MAEGRTQ,for replacement - broken unit,01KZRTCK0AGM1TKTDNM2Z0BSE0,01KZRRGW14XPKB44H9B6WS515H,01KZRW4877RECBHNY9Y9VM9ZRZ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW14RBSVD8GEY7WA5YWC
01KZV5Q33DSXC5GJGX5R48CM9Z,for upgrade,01KZRTCK0GYFPA9W58CFPCRRPN,01KZRRGW143XAZME28X8CPEY8S,01KZRW4877T3XV4P4JY2BTWW8J,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW14XPKB44H9B6WS515H
01KZV5Q33DHQQG1X21W8TA5C33,for downgrade,01KZRTCK09B4B8ZDEP9N1TJ43D,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRW4877VZEYQPDKKQXF13AV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14EVYGVAR1F5M4N714,01KZRRGW142RC6MARTSS19R7GK
01KZV5Q33DHABN5FJ5KEAFP9XF,for pullout,01KZRTCK0G3XSCPJ3G2YHQHD2T,01KZRRGW147SW8PDR6Z12DT4B9,01KZRW4877RECBHNY9Y9VM9ZRZ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW1442K27HM42RTFZG1M
01KZV5Q33DSJV4893RQ39HQZMT,for upgrade,01KZRTCK0DCY2JZ80A108CFHY6,01KZRRGW14200T0G4QVVJEZMW1,01KZRW4877TQ7065A4RCCYE8SH,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14G35YB41SN7AN85CV,01KZRRGW14200T0G4QVVJEZMW1
01KZV5Q33D3G4J5HEHM2V751XQ,deployment,01KZRTCK0DD12V6VKQQCS94ZVM,01KZRRGW14X04WHWJ78QR6J8H3,01KZRW4877RJWA8G8EVGD5AKV5,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N56M3HGFGXE3FN5T,01KZRRGW14G35YB41SN7AN85CV
01KZV5Q33DQ89TSRAZGCSF5B8V,pullout by dealer,01KZRTCK0GRSKAP10ESAWDY7WY,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRW4877VZEYQPDKKQXF13AV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRRGW14X9Y2N7Y1J43BS87F
01KZV5Q33DZTGHEQZ4CT2QBSHK,deployment,01KZRTCK0EHF2SSE3G8AM34HY4,01KZRRGW14Y65J9N71RS7C99PT,01KZRW4877T3XV4P4JY2BTWW8J,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW143XAZME28X8CPEY8S,01KZRRGW143DR9TSRKKQDPRDKM
01KZV5Q33DA9NXQ4G9A0J2PBBX,deployment,01KZRTCK0A1TMHYNW0SDYF5SBV,01KZRRGW149RPSGBHQY8MZC6NF,01KZRW48774A2DK7QW4RW8GRQD,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WH1V6PTWDSASC4XK,01KZRRGW14RBSVD8GEY7WA5YWC
01KZV5Q33D3YCC1CBQDV4EZ0JP,pullout by distributor,01KZRTCK0979P77Y69Q7JMXRJW,01KZRRGW149RPSGBHQY8MZC6NF,01KZRW4877XM3HSHJZWNN5DMVE,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14VWS3587600FPGYJJ,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q33DH9MSGANV3QPRXC6W,deployment,01KZRTCK0EYN3HYHJSMAQ7RNSV,01KZRRGW147SW8PDR6Z12DT4B9,01KZRW4877C3T2MSDMNBQ24EB4,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14DC1V4DFEXXX74JBW,01KZRRGW140MQ9ZE887EQDG87Z
01KZV5Q33D8Z948BMGNJTD1PDZ,deployment,01KZRTCK09XRZ3AA9VX16ZNSX1,01KZRRGW14SVP3PKMRRXC2J621,01KZRW4877HTSZDBP5ZKDZNQYA,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14PHE1YJB3BS55XR3K,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q33DJM5MFC0JBM7F2Y6T,for pullout,01KZRTCK0B0ET9WRBR0G21QAK9,01KZRRGW14W9JF1K1J0X6X34N8,01KZRW4877R9Q45MFW4A93MM51,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14DC1V4DFEXXX74JBW,01KZRRGW14WSB3JJJKQDEREKF3
01KZV5Q33E5R8T2TY8ZG1WVJ4E,pullout by distributor,01KZRTCK0DENYQFBRMZCBXKTES,01KZRRGW14G35YB41SN7AN85CV,01KZRW4877HQV77AK3B14GNXZ1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N56M3HGFGXE3FN5T,01KZRRGW14EVYGVAR1F5M4N714
01KZV5Q33E2BQMRBVSJJ61QWEJ,pullout by distributor,01KZRTCK0CGY250B4SCSQ50YQ6,01KZRRGW14Z2V2BPKDSQ6DKV67,01KZRW4877JD5H1HZVRFSFTM98,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14PHE1YJB3BS55XR3K,01KZRRGW14200T0G4QVVJEZMW1
01KZV5Q33ESYTV0DMSXFG96EGG,pullout by distributor,01KZRTCK0G5VNAQ631YNFXCVBX,01KZRRGW143DR9TSRKKQDPRDKM,01KZRW48774CQFFFPSV57ZNBPR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14DC1V4DFEXXX74JBW,01KZRRGW14PHE1YJB3BS55XR3K
01KZV5Q33ERJ20311ZY10CN2FE,for pullout,01KZRTCK0BZP9K0S14HZCCJAF2,01KZRRGW14Z2V2BPKDSQ6DKV67,01KZRW48778GNNZ5BFJZ0VXNNN,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW143XAZME28X8CPEY8S
01KZV5Q33EN2QSANE5YDAWNFP6,pullout by dealer,01KZRTCK08YCCX02TVJ5CPZ9D1,01KZRRGW14W9JF1K1J0X6X34N8,01KZRW4877V5PZPAVH7Z3DSPSZ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14J5MRZ241JHXYMPE5,01KZRRGW142RC6MARTSS19R7GK
01KZV5Q33EN03XHZFYPQHZA7ZK,for downgrade,01KZRTCK0HQN72Q8YQD3KA3BW3,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRW4877T3XV4P4JY2BTWW8J,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14KMGR1H2QPNVXB420,01KZRRGW14Z2V2BPKDSQ6DKV67
01KZV5Q33C240X6XSDXQB7CWA2,deployment,01KZRTCK0AJ6TTHR7HEP32ZGH0,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRW4877JT4P6WNFK8H35SP9,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRRGW14X9Y2N7Y1J43BS87F
01KZV5Q33E5DTTGVPT7GTYJNRE,for replacement - broken unit,01KZRTCK0HA9P3E3KVPNFDETJZ,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRW4877B4VKB2E5TT4BWFP8,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14PHE1YJB3BS55XR3K,01KZRRGW14Z2V2BPKDSQ6DKV67
01KZV5Q33ERHMQDGCDCZM1TJP0,deployment,01KZRTCK092AZXZRGKDPE4HGER,01KZRRGW14N5VHBCMAJGNJ0GJH,01KZRW4877FZS8TFJN9ZMN5RWV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW14EVYGVAR1F5M4N714
01KZV5Q33E4JY6KDKYGMYDQFKY,pullout by dealer,01KZRTCK0EW34YQN3FKXZ8TVGE,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRW48779R4JNZ47ZW2T3PQB,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q33EF9D00RZNMAF210VJ,for downgrade,01KZRTCK0CRWE91DA45JF202ZQ,01KZRRGW14N56M3HGFGXE3FN5T,01KZRW4877B3D0MZHS3AQRJ814,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q33EB33W1PCB7C9P2RJC,for replacement - broken unit,01KZRTCK0CREXSXN31VQVDW0BC,01KZRRGW14KVWBG89MRPJPJBXC,01KZRW4877QZNEVFAY7G115HT9,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q33EZM6KDPS50A9ZDWBN,pullout by distributor,01KZRTCK09K613ZE5S3784AKGX,01KZRRGW14KBMMYGKVHMX9RQD8,01KZRW487701VM9C8JDQAVM50G,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142RC6MARTSS19R7GK,01KZRRGW14JQ7JEW5HBDS8P7VJ
01KZV5Q33E1QB5F9DFA5Q7K8MP,for replacement - broken unit,01KZRTCK0GSN84H3ZVQABZ5P3N,01KZRRGW1448AZYH3Y9E70DS21,01KZRW4877BKP2FRH1B8G1CTC9,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRRGW142XAJ3EN2YJAF1HJB
01KZV5Q33EB3K6D6MKKMH1D71Q,for pullout,01KZRTCK0DNR35GVGW204RJMZ5,01KZRRGW14X04WHWJ78QR6J8H3,01KZRW4877F027DTG1RSTES089,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW14RBSVD8GEY7WA5YWC
01KZV5Q33ETM12DGYZ6FMYB0MA,pullout by distributor,01KZRTCK0D460R47Y6T9CSNB7F,01KZRRGW14WH1V6PTWDSASC4XK,01KZRW4877XM3HSHJZWNN5DMVE,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X9Y2N7Y1J43BS87F,01KZRRGW14SVP3PKMRRXC2J621
01KZV5Q33EH4F3TWA5KCBM3TTJ,for pullout,01KZRTCK0A5NE874JA90YCP544,01KZRRGW146F8C4946XJM2S6EC,01KZRW4877RK7R5ZV77193KMDQ,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14THZB9B34PPHZSFE2,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q33ENWQM4JNGS38E4N46,for replacement - broken unit,01KZRTCK09EJS3PR206FXGG19R,01KZRRGW14KBMMYGKVHMX9RQD8,01KZRW4877EFAE21HQ86WYE6X8,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N56M3HGFGXE3FN5T,01KZRRGW1442K27HM42RTFZG1M
01KZV5Q33FDSZJP3QPCYS5VNX2,for upgrade,01KZRTCK0ECB4NS9QNHS09HMZE,01KZRRGW14X9Y2N7Y1J43BS87F,01KZRW48778GNNZ5BFJZ0VXNNN,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q33FAJ8ZF8QTAYNPA0EA,for upgrade,01KZRTCK0AWMN8PYJJBDQ9Z9Z4,01KZRRGW14WSB3JJJKQDEREKF3,01KZRW48774Y44DVZFJV030K96,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRRGW143DR9TSRKKQDPRDKM
01KZV5Q33FZGQEWSC5364C1XV7,pullout by distributor,01KZRTCK0DVG1TA50XSKHEA011,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRW4877ZVCRK1H9RNQPG5NR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRRGW14A7VW9HY70W2ZKDCX
01KZV5Q33FF59NCSVJQB6H7A00,deployment,01KZRTCK0ETB4AQ4MGJF9MR5KV,01KZRRGW14WH1V6PTWDSASC4XK,01KZRW4877B4VKB2E5TT4BWFP8,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW143DR9TSRKKQDPRDKM
01KZV5Q33G3F7X0E3QJQV74C0D,for downgrade,01KZRTCK0ECDDPYJ12K91GHAEQ,01KZRRGW142RC6MARTSS19R7GK,01KZRW4877D0MJ7B5AT3RZ0G0Q,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WH1V6PTWDSASC4XK,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q33GJ3YG2YKMZ2X7VFG0,for downgrade,01KZRTCK0D1RVPCSAPCGTJF4GA,01KZRRGW146F8C4946XJM2S6EC,01KZRW4877ZVCRK1H9RNQPG5NR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142XAJ3EN2YJAF1HJB,01KZRRGW14Y65J9N71RS7C99PT
01KZV5Q33GV4Y8NTVN41SJ09Q2,for replacement - broken unit,01KZRTCK09KQGQMP082VDRRAR8,01KZRRGW14DC1V4DFEXXX74JBW,01KZRW4877VZEYQPDKKQXF13AV,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW14PHE1YJB3BS55XR3K
01KZV5Q33G9HPHWJPC9X9SV4YT,for pullout,01KZRTCK0E1BQMPTN5BM2851XS,01KZRRGW143DR9TSRKKQDPRDKM,01KZRW48773TK4Y7T9N1T5N0JM,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14EVYGVAR1F5M4N714,01KZRRGW14KVWBG89MRPJPJBXC
01KZV5Q33GZTX0TGER2AYZNSE1,pullout by distributor,01KZRTCK0AHM6274MDM2YA1B2C,01KZRRGW1448AZYH3Y9E70DS21,01KZRW4877R9Q45MFW4A93MM51,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRRGW147SW8PDR6Z12DT4B9
01KZV5Q33GEDZ3WQM6V1HS8XWA,deployment,01KZRTCK0EGEKY4EKT9Q96046A,01KZRRGW14WH1V6PTWDSASC4XK,01KZRW4877ASYYCMJDQ4ZM72CY,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14THZB9B34PPHZSFE2,01KZRRGW1448AZYH3Y9E70DS21
01KZV5Q33GD1Y5TTJA8SC74WJA,for upgrade,01KZRTCK092GFH21QZEA4STMT4,01KZRRGW14Y65J9N71RS7C99PT,01KZRW4877QESJQX4TK48W4NS1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRRGW1442K27HM42RTFZG1M
01KZV5Q33GV7MKHGRX9JD1TVP0,for upgrade,01KZRTCK08GHYTVAKJYB5W4WT0,01KZRRGW14XPKB44H9B6WS515H,01KZRW4877D0MJ7B5AT3RZ0G0Q,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142RC6MARTSS19R7GK,01KZRRGW14KMGR1H2QPNVXB420
01KZV5Q33GYSBK4W2YJGS03RR8,for upgrade,01KZRTCK09RQHMVGFDXFCR9332,01KZRRGW14EVYGVAR1F5M4N714,01KZRW487795H0KSW6AV992VCS,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14K9GDB2KGW0SVFJBM,01KZRRGW14N56M3HGFGXE3FN5T
01KZV5Q33G2DH25N2X97G4TANY,pullout by dealer,01KZRTCK08K0YBZJE755VD6F8C,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRW4877F027DTG1RSTES089,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW140MQ9ZE887EQDG87Z,01KZRRGW142RC6MARTSS19R7GK
01KZV5Q33G3G5C2CRQRPVNKPNG,for replacement - broken unit,01KZRTCK0GH5FRY3BPX3X0G5H4,01KZRRGW14EVYGVAR1F5M4N714,01KZRW4877HTSZDBP5ZKDZNQYA,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14PHE1YJB3BS55XR3K,01KZRRGW14EVYGVAR1F5M4N714
01KZV5Q33GJY78GAMT89QJ3Y7C,for upgrade,01KZRTCK08H89BJARRNGAPCBM3,01KZRRGW14A7VW9HY70W2ZKDCX,01KZRW4877TRFEBWEFKEZC1X5H,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW14VWS3587600FPGYJJ
01KZV5Q33G4J4STY8ZMPF4QJCJ,for upgrade,01KZRTCK0G7BEC9D6Y8KPR0S3R,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRW4877Z1GGC6GJTVS7J2AP,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRRGW14W9JF1K1J0X6X34N8
01KZV5Q33GNYNC2THYRNPY0XPR,for upgrade,01KZRTCK0C8RDF5HRG014Q7T9H,01KZRRGW14N56M3HGFGXE3FN5T,01KZRW4877NYSZZ4VFYZTN4ES1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW147SW8PDR6Z12DT4B9,01KZRRGW14EVYGVAR1F5M4N714
01KZV5Q33GCG2G69Q5ADYJZAME,deployment,01KZRTCK0C7TKK0KYGA3SHEYQM,01KZRRGW14Y65J9N71RS7C99PT,01KZRW48778HEX0CCC1CXQ27DR,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW14SVP3PKMRRXC2J621
01KZV5Q33GKQTXX5G86FRPDW57,for pullout,01KZRTCK0A4WZ12MG945KNMMQ7,01KZRRGW14KVWBG89MRPJPJBXC,01KZRW4877K9M9E39HTSQE6N4Q,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14Z2V2BPKDSQ6DKV67,01KZRRGW14X04WHWJ78QR6J8H3
01KZV5Q33H1FCA1YVQQTW1V74M,pullout by distributor,01KZRTCK099CJR80GFY52Q88JH,01KZRRGW142RC6MARTSS19R7GK,01KZRW4877MED929DRBY96SNBC,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14KMGR1H2QPNVXB420,01KZRRGW14KVWBG89MRPJPJBXC
01KZV5Q33HM06KE4MKWMSZ24KK,for downgrade,01KZRTCK0H0Q7V49A8J9KVF49F,01KZRRGW1442K27HM42RTFZG1M,01KZRW4877QESJQX4TK48W4NS1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14Y65J9N71RS7C99PT,01KZRRGW14KBMMYGKVHMX9RQD8
01KZV5Q33HWWV967DDARWGZF6P,for downgrade,01KZRTCK0HGQ7HMANRWYZGDHG9,01KZRRGW14200T0G4QVVJEZMW1,01KZRW48779CWAQ752ZGCV7AN3,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14WSB3JJJKQDEREKF3,01KZRRGW143XAZME28X8CPEY8S
01KZV5Q33HNAPHKVX7K4DYTSBS,deployment,01KZRTCK09P0K1KPC14MPTPA75,01KZRRGW14W9JF1K1J0X6X34N8,01KZRW4877Z8TPYQZSPSR7KQ3R,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW143DR9TSRKKQDPRDKM,01KZRRGW14KVWBG89MRPJPJBXC
01KZV5Q33HFYRJYQ59A318AZG7,for replacement - broken unit,01KZRTCK0AJ9P7VETBM2BY6921,01KZRRGW14SVP3PKMRRXC2J621,01KZRW4877B3D0MZHS3AQRJ814,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14XPKB44H9B6WS515H,01KZRRGW14X04WHWJ78QR6J8H3
01KZV5Q33HEQZXDWHJH2W6AXXA,pullout by dealer,01KZRTCK0DC05EP28MW01MN76H,01KZRRGW140MQ9ZE887EQDG87Z,01KZRW4877K9M9E39HTSQE6N4Q,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW149RPSGBHQY8MZC6NF,01KZRRGW14DC1V4DFEXXX74JBW
01KZV5Q33HDHE4MX1Q4APE6Z9W,for downgrade,01KZRTCK09P0K1KPC14MPTPA75,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRW4877AMSR96T952JSFTS6,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X04WHWJ78QR6J8H3,01KZRRGW14XPKB44H9B6WS515H
01KZV5Q33H43HGVY49MJ74JS7J,for upgrade,01KZRTCK0FE8CZ0BSTC34EC5EN,01KZRRGW14KMGR1H2QPNVXB420,01KZRW4877T3KKF85T8W2FJ0J5,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14JQ7JEW5HBDS8P7VJ,01KZRRGW142RC6MARTSS19R7GK
01KZV5Q33H8X01ZGN370GS2M7R,pullout by distributor,01KZRTCK0BF1Y0GG0ZYQDVPGFB,01KZRRGW14N9EVMX0Z1ZRJRRAH,01KZRW4877JT4P6WNFK8H35SP9,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14MXEWF9HMYNXVS5ER,01KZRRGW14W9JF1K1J0X6X34N8
01KZV5Q33HMBM187NRX9A9Y599,for pullout,01KZRTCK0DJT475Z9HH5B220D3,01KZRRGW14RBSVD8GEY7WA5YWC,01KZRW48771VS10A2E45E408EC,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X04WHWJ78QR6J8H3,01KZRRGW140MQ9ZE887EQDG87Z
01KZV5Q33HRZZ8HFTF6ZD7JBWZ,pullout by distributor,01KZRTCK0AAXF6B64ETC57XNCB,01KZRRGW14KVWBG89MRPJPJBXC,01KZRW4877SBDJ1EK7XZMJJQ2W,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW142RC6MARTSS19R7GK,01KZRRGW14N9EVMX0Z1ZRJRRAH
01KZV5Q33JDAHVKKMK6RBD4NET,for downgrade,01KZRTCK0C6Y0YX8W4E6MTEQRM,01KZRRGW1442K27HM42RTFZG1M,01KZRW4877HQV77AK3B14GNXZ1,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW149RPSGBHQY8MZC6NF
01KZV5Q33JEFX4RWQEG0P3Z275,pullout by distributor,01KZRTCK0ANJQVREKV0BCZPGRZ,01KZRRGW14WH1V6PTWDSASC4XK,01KZRW487741KD7GWF4QB79EFH,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW1448AZYH3Y9E70DS21,01KZRRGW14FX4FRK4R4E3MKR5J
01KZV5Q33J5XV4MS1ENGD28ESK,for upgrade,01KZRTCK09NQD189K5YHFM08SS,01KZRRGW142RC6MARTSS19R7GK,01KZRW4877A147WBBGMNMTXNA3,2026-08-23 18:02:06.840256+08,2026-08-23 18:02:06.840256+08,01KZRRGW14X9Y2N7Y1J43BS87F,01KZRRGW143XAZME28X8CPEY8S
